revision id, username, article size after edit (bytes),change in article size from edit (bytes), time of edit (seconds from first edit),time since last edit (seconds), URL to view diff, comments associated with edit,,,,,,,,,,,,,,,,,
175343162,72.72.201.82,35692,2,172504928,2625,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175343162&oldid=175334942,,,,,,,,,,,,,,,,,,
175350901,Tijuana Brass,35690,-2,172507365,2437,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175350901&oldid=175343162,Reverted edits by [[Special:Contributions/72.72.201.82|72.72.201.82]] ([[User talk:72.72.201.82|talk]]) to last version by Oxymoron83,,,,,,,,,,,,,,,,,
175351087,71.206.230.191,36024,334,172507428,63,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175351087&oldid=175350901,/* Recent outbreaks */,,,,,,,,,,,,,,,,,
175351691,Bcrossiter,36005,-19,172507633,205,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175351691&oldid=175351087,/* Recent outbreaks */,,,,,,,,,,,,,,,,,
175353040,Tijuana Brass,35944,-61,172508069,436,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175353040&oldid=175351691,/* Recent outbreaks */ rm sig,,,,,,,,,,,,,,,,,
175491274,212.179.71.70,35975,31,172565428,57359,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175491274&oldid=175353040,/* Recent outbreaks */,,,,,,,,,,,,,,,,,
175577507,75.9.51.151,36024,49,172590721,25293,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175577507&oldid=175491274,,,,,,,,,,,,,,,,,,
175617438,The Moose,35689,-335,172603089,12368,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175617438&oldid=175577507,/* Cultural impact */ This is very untrue.,,,,,,,,,,,,,,,,,
175646891,Ybidiotic,35617,-72,172613639,10550,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175646891&oldid=175617438,/* Cultural impact */,,,,,,,,,,,,,,,,,
175649722,75.57.113.163,35717,100,172614876,1237,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175649722&oldid=175646891,/* Recent outbreaks */,,,,,,,,,,,,,,,,,
175658185,Barrylb,35678,-39,172619031,4155,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175658185&oldid=175649722,/* Bundibugyo Ebolavirus */ no need for current event advisory - not a significant amount of editing likely,,,,,,,,,,,,,,,,,
175660078,G716,35721,43,172620027,996,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175660078&oldid=175658185,update taxobox,,,,,,,,,,,,,,,,,
175666686,68.6.132.90,35721,0,172623839,3812,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175666686&oldid=175660078,/* Etymology */,,,,,,,,,,,,,,,,,
175666694,ClueBot,35721,0,172623847,8,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175666694&oldid=175666686,Reverting possible vandalism by [[Special:Contributions/68.6.132.90]] to version by G716.  If this is a mistake, [[User:ClueBot/FalsePositives|report it]].  Thanks, [[User:ClueBot|ClueBot]]. (101822) (Bot),,,,,,,,,,,,,,,
175698487,193.15.216.70,35681,-40,172645224,21377,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175698487&oldid=175666694,reinsert image and remove vandalism,,,,,,,,,,,,,,,,,
175706213,199.190.225.40,3,-35678,172649880,4656,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175706213&oldid=175698487,[[WP:AES|←]]Replaced page with ',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
f',,,,,,,,,,,,,,,,,,,,,,,,
175706238,ClueBot,35681,35678,172649888,8,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175706238&oldid=175706213,Reverting possible vandalism by [[Special:Contributions/199.190.225.40]] to version by 193.15.216.70.  If this is a mistake, [[User:ClueBot/FalsePositives|report it]].  Thanks, [[User:ClueBot|ClueBot]]. (102077) (Bot),,,,,,,,,,,,,,,
175706366,199.190.225.40,47,-35634,172649941,53,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175706366&oldid=175706238,[[WP:AES|←]]Replaced page with 'only stupid ass niggers can get it a der.......',,,,,,,,,,,,,,,,,
175706640,Old Moonraker,35681,35634,172650068,127,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175706640&oldid=175706366,[[WP:UNDO|Undid]] revision 175706366 by [[Special:Contributions/199.190.225.40|199.190.225.40]] ([[User talk:199.190.225.40|talk]]),,,,,,,,,,,,,,,,,
175812624,75.70.245.54,35703,22,172683469,33401,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175812624&oldid=175706640,/* Etymology */,,,,,,,,,,,,,,,,,
175819466,Tijuana Brass,35681,-22,172685750,2281,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175819466&oldid=175812624,Reverted edits by [[Special:Contributions/75.70.245.54|75.70.245.54]] ([[User talk:75.70.245.54|talk]]) to last version by Old Moonraker,,,,,,,,,,,,,,,,,
175857721,G716,35677,-4,172699655,13905,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=175857721&oldid=175819466,fix cat,,,,,,,,,,,,,,,,,
176106320,70.131.134.29,35687,10,172796435,96780,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176106320&oldid=175857721,/* Symptoms */ + Fahrenheit,,,,,,,,,,,,,,,,,
176153970,67.133.149.53,35756,69,172824033,27598,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176153970&oldid=176106320,/* Overview */,,,,,,,,,,,,,,,,,
176163797,Old Moonraker,35687,-69,172827434,3401,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176163797&oldid=176153970,[[WP:UNDO|Undid]] revision 176153970 by [[Special:Contributions/67.133.149.53|67.133.149.53]] ([[User talk:67.133.149.53|talk]]),,,,,,,,,,,,,,,,,
176403887,Tuberculosishivaids,35688,1,172922142,94708,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176403887&oldid=176163797,/* Recent outbreaks */,,,,,,,,,,,,,,,,,
176522440,JAnDbot,35671,-17,172966084,43942,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176522440&oldid=176403887,robot  Modifying: [[es:Virus Ébola]],,,,,,,,,,,,,,,,,
176551880,Modest Genius,35672,1,172987255,21171,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176551880&oldid=176522440,/* Bundibugyo Ebolavirus */,,,,,,,,,,,,,,,,,
176581376,24.199.91.180,35701,29,173001966,14711,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176581376&oldid=176551880,/* See also */,,,,,,,,,,,,,,,,,
176636989,EconomistBR,35700,-1,173020806,18840,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176636989&oldid=176581376,/* Recent outbreaks */ Updated number of dead and number of infected. Added reference from AFP. Removed out dated sentence.,,,,,,,,,,,,,,,,,
176639723,G716,35920,220,173021761,955,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176639723&oldid=176636989,copy edit + fix ref,,,,,,,,,,,,,,,,,
176653066,SmackBot,35939,19,173026314,4553,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176653066&oldid=176639723,Date/fix the maintenance tags or gen fixes  using [[Project:AutoWikiBrowser|AWB]],,,,,,,,,,,,,,,,,
176665616,76.99.59.186,36066,127,173030315,4001,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176665616&oldid=176653066,/* Bundibugyo Ebolavirus */,,,,,,,,,,,,,,,,,
176665928,76.99.59.186,35939,-127,173030412,97,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176665928&oldid=176665616,/* Bundibugyo Ebolavirus */,,,,,,,,,,,,,,,,,
176666168,76.99.59.186,36029,90,173030481,69,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176666168&oldid=176665928,/* Recent outbreaks */,,,,,,,,,,,,,,,,,
176695951,G716,35939,-90,173041535,11054,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176695951&oldid=176666168,/* Recent outbreaks */ rmv link to blog,,,,,,,,,,,,,,,,,
176743176,66.108.191.45,35954,15,173067482,25947,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176743176&oldid=176695951,/* See also */,,,,,,,,,,,,,,,,,
176743918,66.108.191.45,35965,11,173067976,494,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176743918&oldid=176743176,/* See also */,,,,,,,,,,,,,,,,,
176743971,66.108.191.45,35969,4,173068012,36,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176743971&oldid=176743918,/* See also */,,,,,,,,,,,,,,,,,
176756015,Ezeu,35802,-167,173074987,6975,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176756015&oldid=176743971,/* Bundibugyo Ebolavirus */ lets not make things up,,,,,,,,,,,,,,,,,
176773499,Ezeu,35804,2,173083233,8246,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176773499&oldid=176756015,/* Bundibugyo */ changed to {{current-section}},,,,,,,,,,,,,,,,,
176913231,Yellowdesk,35765,-39,173127172,43939,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=176913231&oldid=176773499,/* Bundibugyo */ Merely news. Removed {{Current-section}}. It is intended for articles edited by many on the same day. See [[Template:Current#Guidelines]].,,,,,,,,,,,,,,,,,
177138947,66.108.191.45,35769,4,173216441,89269,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177138947&oldid=176913231,/* Viral reservoirs */,,,,,,,,,,,,,,,,,
177173544,Jdiplacidi,35899,130,173234328,17887,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177173544&oldid=177138947,/* Bundibugyo */,,,,,,,,,,,,,,,,,
177173722,Jdiplacidi,36003,104,173234465,137,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177173722&oldid=177173544,/* Bundibugyo */,,,,,,,,,,,,,,,,,
177173819,Jdiplacidi,35962,-41,173234546,81,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177173819&oldid=177173722,/* Bundibugyo */,,,,,,,,,,,,,,,,,
177174359,Jdiplacidi,36135,173,173234975,429,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177174359&oldid=177173819,/* Recent outbreaks */,,,,,,,,,,,,,,,,,
177250187,72.83.127.10,36136,1,173267878,32903,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177250187&oldid=177174359,"word choice. replaced ""compromised by"" with ""due to"""," along with replacing ""quickness"" with ""level of contagion"" to better emphasize the point.",,,,,,,,,,,,,,,,
177250552,72.83.127.10,36144,8,173267992,114,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177250552&oldid=177250187,"reverted back to ""compromised""",,,,,,,,,,,,,,,,,
177551138,72.67.129.249,35741,-403,173377764,109772,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177551138&oldid=177250552,,,,,,,,,,,,,,,,,,
177551201,72.67.129.249,36144,403,173377784,20,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177551201&oldid=177551138,,,,,,,,,,,,,,,,,,
177570186,Pvera,36167,23,173383907,6123,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177570186&oldid=177551201,/* Reston ebolavirus */ link to Hot Zone, changed from novel to non-fiction biothriller,,,,,,,,,,,,,,,,
177574120,206.116.12.82,36271,104,173385231,1324,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177574120&oldid=177570186,/* Cultural impact */,,,,,,,,,,,,,,,,,
177737988,68.215.175.58,36299,28,173451903,66672,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177737988&oldid=177574120,cure,,,,,,,,,,,,,,,,,
177738577,Giftlite,36271,-28,173452040,137,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177738577&oldid=177737988,[[WP:UNDO|Undid]] revision 177737988 by [[Special:Contributions/68.215.175.58|68.215.175.58]] ([[User talk:68.215.175.58|talk]]),,,,,,,,,,,,,,,,,
177738694,68.215.175.58,36276,5,173452070,30,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177738694&oldid=177738577,color of taxobox,,,,,,,,,,,,,,,,,
177739380,Giftlite,36275,-1,173452259,189,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177739380&oldid=177738694,/* Zaïre ebolavirus */ -sp,,,,,,,,,,,,,,,,,
177916830,66.171.243.21,36282,7,173527287,75028,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=177916830&oldid=177739380,/* Bundibugyo */,,,,,,,,,,,,,,,,,
178173625,66.31.252.185,36394,112,173629740,102453,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178173625&oldid=177916830,/* Cultural impact */,,,,,,,,,,,,,,,,,
178173825,66.31.252.185,36403,9,173629807,67,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178173825&oldid=178173625,/* Cultural impact */,,,,,,,,,,,,,,,,,
178173942,66.31.252.185,36407,4,173629842,35,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178173942&oldid=178173825,/* Cultural impact */,,,,,,,,,,,,,,,,,
178174095,66.31.252.185,36407,0,173629889,47,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178174095&oldid=178173942,/* Cultural impact */,,,,,,,,,,,,,,,,,
178187103,66.31.252.185,36459,52,173634149,4260,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178187103&oldid=178174095,/* References */,,,,,,,,,,,,,,,,,
178187427,66.31.252.185,36463,4,173634262,113,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178187427&oldid=178187103,/* References */,,,,,,,,,,,,,,,,,
178187753,66.31.252.185,36491,28,173634371,109,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178187753&oldid=178187427,/* Cultural impact */,,,,,,,,,,,,,,,,,
178187988,66.31.252.185,36491,0,173634458,87,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178187988&oldid=178187753,/* Cultural impact */,,,,,,,,,,,,,,,,,
178464848,74.195.243.73,37198,707,173748991,114533,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178464848&oldid=178187988,ebola,,,,,,,,,,,,,,,,,
178473038,Old Moonraker,36491,-707,173754545,5554,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178473038&oldid=178464848,[[WP:UNDO|Undid]] revision 178464848 by [[Special:Contributions/74.195.243.73|74.195.243.73]] ([[User talk:74.195.243.73|talk]])—needs [[WP:CITE|reference]],,,,,,,,,,,,,,,,,
178559296,24.190.131.66,34312,-2179,173792388,37843,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178559296&oldid=178473038,/* Overview */,,,,,,,,,,,,,,,,,
178559374,24.190.131.66,33349,-963,173792414,26,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178559374&oldid=178559296,/* Genome */,,,,,,,,,,,,,,,,,
178559512,Ezeu,36491,3142,173792456,42,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178559512&oldid=178559374,Reverted edits by [[Special:Contributions/24.190.131.66|24.190.131.66]] ([[User talk:24.190.131.66|talk]]) to last version by Old Moonraker,,,,,,,,,,,,,,,,,
178775962,24.190.131.66,36467,-24,173877247,84791,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178775962&oldid=178559512,/* Etymology */,,,,,,,,,,,,,,,,,
178775999,ClueBot,36491,24,173877258,11,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178775999&oldid=178775962,Reverting possible vandalism by [[Special:Contributions/24.190.131.66]] to version by Ezeu. False positive? [[User:ClueBot/FalsePositives|report it]]. Thanks, [[User:ClueBot|]]. (127032) (Bot),,,,,,,,,,,,,,,,
178847383,Thirdeyeopen33,36491,0,173898522,21264,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=178847383&oldid=178775999,/* Symptoms */,,,,,,,,,,,,,,,,,
180573411,Spellcast,36487,-4,174699703,801181,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=180573411&oldid=178847383,Removing backlinks to Rage Virus that has been speedily deleted per ([[WP:CSD#G1|CSD G1]]);,,,,,,,,,,,,,,,,,
181062872,71.117.93.116,36503,16,174923612,223909,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=181062872&oldid=180573411,/* Bundibugyo */,,,,,,,,,,,,,,,,,
181064719,71.117.93.116,36498,-5,174924238,626,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=181064719&oldid=181062872,/* Bundibugyo */,,,,,,,,,,,,,,,,,
181089968,76.238.80.92,36641,143,174932937,8699,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=181089968&oldid=181064719,/* External links */,,,,,,,,,,,,,,,,,
181098173,66.202.98.4,36589,-52,174935831,2894,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=181098173&oldid=181089968,/* SLUTSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS */,,,,,,,,,,,,,,,,,
181098205,Hmrox,36641,52,174935843,12,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=181098205&oldid=181098173,Reverted 1 edit by [[Special:Contributions/66.202.98.4|66.202.98.4]] identified as [[WP:VAND|vandalism]] to last revision by [[User:76.238.80.92|76.238.80.92]]. using [[WP:TW|TW]],,,,,,,,,,,,,,,,,
181098318,Aitias,36498,-143,174935890,47,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=181098318&oldid=181098205,Restored revision 181064719 by [[Special:Contributions/71.117.93.116|71.117.93.116]] (mistakenly reverted/problems? → [[user:Aitias/FAQ|FAQ]]),,,,,,,,,,,,,,,,,
181098404,NYKevin,36487,-11,174935921,31,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=181098404&oldid=181098318,Reverted to revision 180573411 by [[Special:Contributions/Spellcast|Spellcast]]; remove *all* vandalism. ([[WP:TW|TW]]),,,,,,,,,,,,,,,,,
181098975,NYKevin,36503,16,174936122,201,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=181098975&oldid=181098404,/* Bundibugyo */ re-wikify,,,,,,,,,,,,,,,,,
181099165,NYKevin,36487,-16,174936192,70,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=181099165&oldid=181098975,[[WP:UNDO|Undid]] revision 181098975 by [[Special:Contributions/Thinboy00|Thinboy00]] ([[User talk:Thinboy00|talk]]) rv self, don't use wikilinks more than once,,,,,,,,,,,,,,,,
181510698,24.62.112.219,36487,0,175116198,180006,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=181510698&oldid=181099165,/* Overview */,,,,,,,,,,,,,,,,,
181510927,Nuttycoconut,36487,0,175116292,94,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=181510927&oldid=181510698,Revert to revision 181099165 dated 2007-12-31 01:22:01 by Thinboy00 using [[:en:Wikipedia:Tools/Navigation_popups|popups]],,,,,,,,,,,,,,,,,
181577899,Raz1el,36431,-56,175142171,25879,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=181577899&oldid=181510927,/* References */,,,,,,,,,,,,,,,,,
181707045,70.124.84.182,36609,178,175182126,39955,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=181707045&oldid=181577899,/* Overview */,,,,,,,,,,,,,,,,,
181761453,99.129.26.195,36639,30,175196576,14450,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=181761453&oldid=181707045,,,,,,,,,,,,,,,,,,
182145281,Rabid bee,36710,71,175343830,147254,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=182145281&oldid=181761453,/* Recent outbreaks */,,,,,,,,,,,,,,,,,
182270397,65.184.246.181,36709,-1,175391464,47634,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=182270397&oldid=182145281,,,,,,,,,,,,,,,,,,
182535386,91.21.51.54,36871,162,175504373,112909,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=182535386&oldid=182270397,/* Bundibugyo */,,,,,,,,,,,,,,,,,
